Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
0,14,3,0,1,2,1,1,25.61,9.43,2276.82,0.08,52,0.11,126.49,241.48,24,28,14,11,14
1,31,7,2,12,4,4,1,44.69,18.75,15711.84,0.28,147,0.05,872.88,837.96,60,87,32,20,33
0,13,7,0,0,4,1,4,17.83,10.4,1928.85,0.06,41,0.1,107.16,185.47,16,25,10,13,13
0,26,11,3,5,6,3,1,43.02,15.81,10760.54,0.23,127,0.06,597.81,680.41,61,66,27,14,29
0,19,5,0,0,3,3,1,55.57,7.2,2880.61,0.13,78,0.14,160.03,400.08,36,42,25,10,19
0,68,25,1,34,13,8,7,76.65,23.49,42296.9,0.6,284,0.04,2349.83,1800.52,126,158,59,22,69
0,54,17,1,12,9,4,6,68.85,10.07,6976.38,0.23,121,0.1,387.58,693.08,51,70,38,15,55
0,12,3,2,3,2,2,1,31.35,10.31,3334.36,0.11,68,0.1,185.24,323.33,30,38,16,11,14
0,8,3,0,0,2,1,1,12.48,8.33,866.67,0.03,26,0.12,48.15,104.0,10,16,6,10,8
0,16,7,0,0,4,2,1,14.38,17.85,4583.24,0.09,54,0.06,254.62,256.76,21,33,10,17,16
0,11,3,1,2,2,1,1,25.04,7.33,1346.57,0.06,47,0.14,74.81,183.62,22,25,9,6,12
0,22,5,1,1,3,3,3,35.61,11.67,4847.17,0.14,81,0.09,269.29,415.47,35,46,21,14,23
0,26,5,0,0,3,3,1,48.96,8.1,3208.43,0.13,80,0.12,178.25,396.34,34,46,21,10,26
0,81,25,2,21,13,8,7,103.01,20.42,42973.95,0.7,321,0.05,2387.44,2104.02,142,179,73,21,83
0,52,15,2,18,8,7,4,61.71,22.17,30324.0,0.46,228,0.05,1684.67,1368.0,105,123,45,19,54
0,18,7,0,7,4,2,4,31.03,6.29,1225.98,0.07,42,0.16,68.11,195.04,16,26,14,11,18
0,19,9,2,0,5,3,3,21.11,20.5,8869.57,0.14,90,0.05,492.75,432.66,41,49,14,14,21
0,18,9,0,0,5,2,1,29.23,9.38,2568.93,0.09,57,0.11,142.72,274.02,25,32,16,12,18
0,21,11,4,2,6,1,3,35.4,12.07,5158.69,0.14,84,0.08,286.59,427.35,39,45,21,13,25
0,20,9,0,2,5,5,1,57.48,8.0,3678.64,0.15,87,0.13,204.37,459.83,36,51,27,12,20
0,12,5,0,1,3,1,3,18.28,10.0,1828.37,0.06,41,0.1,101.58,182.84,20,21,11,11,12
0,14,5,0,0,3,2,1,16.05,10.67,1827.2,0.06,39,0.09,101.51,171.3,16,23,9,12,14
0,54,13,0,19,9,9,1,56.78,18.93,20355.23,0.36,176,0.05,1130.85,1075.1,71,105,45,24,54
0,13,5,1,3,3,1,1,18.95,10.29,2007.31,0.07,42,0.1,111.52,195.04,19,23,12,13,14
0,75,107,0,0,54,24,25,62.26,74.54,345890.61,1.55,694,0.01,19216.15,4640.43,255,439,65,38,75
0,67,73,0,0,37,18,18,56.51,54.89,170295.87,1.03,469,0.02,9460.88,3102.3,181,288,61,37,67
0,23,7,8,23,4,4,3,45.05,16.2,11826.86,0.24,130,0.06,657.05,729.91,61,69,32,17,31
0,18,5,5,15,3,3,1,59.75,7.4,3272.06,0.15,82,0.14,181.78,442.17,37,45,30,12,23
0,24,9,7,25,5,3,1,68.9,9.76,6567.21,0.22,118,0.1,364.84,672.65,53,65,38,14,31
1,28,11,9,27,6,5,4,60.67,14.77,13234.87,0.3,155,0.07,735.27,896.11,72,83,39,16,37
0,6,3,0,8,2,1,1,22.74,6.67,1010.8,0.05,34,0.15,56.16,151.62,16,18,12,10,6
0,19,13,8,23,7,5,1,53.3,10.61,6003.3,0.19,103,0.09,333.52,565.66,47,56,31,14,27
0,25,11,9,17,6,5,1,65.18,9.85,6318.58,0.21,111,0.1,351.03,641.73,48,63,39,16,34
0,12,5,0,13,3,1,1,36.12,6.39,1474.26,0.08,48,0.16,81.9,230.75,23,25,18,10,12
0,55,21,15,78,11,6,9,116.45,19.13,42594.84,0.74,339,0.05,2366.38,2227.18,153,186,76,19,70
0,43,15,9,52,8,4,1,77.75,20.89,33939.63,0.54,260,0.05,1885.54,1624.46,117,143,56,20,52
0,20,9,5,15,5,5,1,25.18,20.0,10073.18,0.17,99,0.05,559.62,503.66,45,54,18,16,25
0,9,3,2,9,2,2,1,32.85,9.12,2731.26,0.1,63,0.11,151.74,299.56,31,32,17,10,11
0,16,5,2,14,3,3,3,24.56,18.53,8430.88,0.15,91,0.05,468.38,455.0,42,49,17,15,18
0,64,31,21,51,16,7,14,85.98,28.08,67800.78,0.8,365,0.04,3766.71,2414.37,164,201,73,25,85
1,31,9,6,16,5,4,1,90.58,12.32,13749.12,0.37,186,0.08,763.84,1116.0,88,98,50,14,37
0,43,27,11,24,14,1,11,32.58,37.08,44807.95,0.4,209,0.03,2489.33,1208.3,89,120,30,25,54
0,83,33,23,43,17,5,10,74.12,38.38,109170.24,0.95,431,0.03,6065.01,2844.56,199,232,70,27,106
0,18,9,5,17,5,3,3,39.88,13.33,7090.32,0.18,98,0.08,393.91,531.77,45,53,27,16,23
0,21,15,5,14,8,5,6,40.15,15.41,9530.93,0.21,114,0.06,529.5,618.59,52,62,27,16,26
0,9,5,2,7,3,2,3,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,21,26,17,14,11
0,9,5,2,7,3,2,3,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,21,26,17,14,11
0,6,3,0,15,2,1,1,22.54,6.14,848.67,0.05,32,0.16,47.15,138.3,15,17,11,9,6
1,48,13,10,27,7,6,6,79.19,19.4,29800.23,0.51,243,0.05,1655.57,1536.23,109,134,59,21,58
0,11,3,3,12,2,2,1,30.66,7.76,1848.32,0.08,49,0.13,102.68,238.04,22,27,17,12,14
0,18,7,4,19,4,4,1,43.02,9.88,4199.81,0.14,81,0.1,233.32,425.08,38,43,25,13,22
0,26,9,5,21,5,4,1,50.19,15.29,11739.22,0.26,136,0.07,652.18,767.56,65,71,34,16,31
1,53,19,9,70,10,8,1,68.68,23.83,39014.14,0.55,262,0.04,2167.45,1636.96,117,145,54,22,62
0,17,9,7,9,5,2,1,32.11,15.3,7522.74,0.16,93,0.07,417.93,491.54,44,49,23,16,24
0,11,9,1,25,5,1,1,27.87,8.63,2073.17,0.08,50,0.12,115.18,240.37,23,27,16,12,12
1,33,13,4,26,7,3,1,66.19,24.42,39480.4,0.54,262,0.04,2193.36,1616.52,127,135,52,20,37
0,33,19,7,44,10,3,1,84.79,15.33,19927.37,0.43,210,0.07,1107.08,1299.86,101,109,56,17,40
0,26,12,6,33,7,6,1,42.74,11.03,5204.26,0.16,84,0.09,289.13,471.64,32,52,29,20,32
0,6,3,0,10,2,1,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,6
0,7,3,0,5,2,1,1,17.97,3.5,220.18,0.02,17,0.29,12.23,62.91,6,11,6,7,7
0,18,15,3,0,9,7,4,19.75,23.8,11186.0,0.16,94,0.04,621.44,470.0,42,52,15,17,21
0,14,5,0,1,3,2,1,34.4,9.84,3332.3,0.11,69,0.1,185.13,338.58,34,35,19,11,14
0,9,7,0,0,4,2,3,10.4,19.0,3755.43,0.07,45,0.05,208.64,197.65,19,26,7,14,9
0,17,13,0,0,7,6,6,27.29,21.05,12094.31,0.19,112,0.05,671.91,574.48,50,62,19,16,17
0,11,7,0,0,4,4,1,28.49,13.18,4947.97,0.13,83,0.08,274.89,375.46,41,42,14,9,11
0,11,9,0,0,5,4,3,15.17,23.86,8637.06,0.12,77,0.04,479.84,361.93,35,42,11,15,11
0,16,11,0,0,6,1,1,19.33,16.82,5466.44,0.11,74,0.06,303.69,325.03,37,37,11,10,16
0,23,11,1,0,6,4,6,31.58,13.18,5483.42,0.14,84,0.08,304.63,416.15,32,52,17,14,24
0,16,3,0,0,2,1,1,25.68,12.5,4011.84,0.11,70,0.08,222.88,320.95,25,45,12,12,16
0,18,3,0,0,2,1,1,30.71,12.86,5076.47,0.13,84,0.08,282.03,394.84,30,54,14,12,18
0,12,5,0,0,3,3,1,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,15,21,9,10,12
0,11,5,0,0,3,3,1,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,15,21,9,10,11
0,23,11,0,0,6,1,6,23.89,25.29,15285.15,0.2,116,0.04,849.17,604.3,43,73,17,20,23
0,38,11,0,0,6,2,1,46.36,12.73,7508.78,0.2,103,0.08,417.15,589.98,42,61,33,20,38
0,35,7,0,3,5,5,1,46.83,12.27,7046.59,0.19,104,0.08,391.48,574.45,46,58,30,16,35
0,37,7,0,3,5,5,1,48.33,13.68,9040.72,0.22,119,0.07,502.26,661.0,53,66,31,16,37
1,117,34,1,6,25,25,8,86.32,29.13,73246.56,0.84,368,0.03,4069.25,2514.5,143,225,81,33,118
0,44,11,2,3,6,6,1,80.39,9.26,6897.13,0.25,130,0.11,383.17,744.63,57,73,40,13,46
0,35,5,4,0,3,3,1,99.53,11.61,13418.54,0.39,199,0.09,745.47,1155.66,95,104,45,11,39
0,39,19,10,6,11,8,5,51.55,14.14,10311.72,0.24,125,0.07,572.87,729.11,45,80,35,22,49
1,22,3,0,3,2,2,1,39.13,13.91,7574.21,0.18,103,0.07,420.79,544.4,40,63,23,16,22
0,49,11,2,30,6,4,1,65.63,21.2,29496.56,0.46,227,0.05,1638.7,1391.35,106,121,50,20,51
0,64,15,2,39,8,2,4,44.02,37.19,60876.7,0.55,268,0.03,3382.04,1637.08,123,145,43,26,66
0,53,12,2,12,7,6,1,48.73,19.39,18330.01,0.32,160,0.05,1018.33,945.1,67,93,38,22,55
0,32,7,1,12,4,4,1,44.39,13.19,7722.51,0.2,106,0.08,429.03,585.5,45,61,29,17,33
0,12,3,0,0,2,1,1,22.81,5.4,665.23,0.04,29,0.19,36.96,123.19,12,17,10,9,12
1,97,31,5,35,16,9,8,142.15,18.84,50427.99,0.89,389,0.05,2801.56,2677.35,174,215,97,21,102
0,27,7,0,7,4,2,1,55.45,9.21,4707.63,0.17,96,0.11,261.52,510.91,43,53,28,12,27
0,69,21,5,36,11,5,5,84.72,25.33,54371.71,0.72,329,0.04,3020.65,2146.25,152,177,69,23,74
0,64,15,2,36,8,2,4,45.22,37.82,64671.74,0.57,279,0.03,3592.87,1710.07,128,151,44,26,66
1,38,9,5,22,5,5,1,67.8,13.4,12174.52,0.3,152,0.07,676.36,908.55,67,85,45,18,43
1,144,75,3,64,38,15,32,115.86,37.39,161985.9,1.44,624,0.03,8999.22,4332.13,279,345,97,26,147
0,128,61,4,60,31,13,23,96.71,39.62,151799.12,1.28,565,0.03,8433.28,3831.47,256,309,84,26,132
0,10,3,0,0,2,1,1,8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,12,15,5,10,10
1,144,39,2,77,20,5,4,94.07,30.36,86693.87,0.95,428,0.03,4816.33,2855.8,187,241,77,25,146
0,16,3,1,6,2,2,1,46.82,5.71,1528.72,0.09,54,0.18,84.93,267.53,24,30,21,10,17
0,17,7,1,0,4,1,1,48.72,35.88,62721.59,0.58,313,0.03,3484.53,1748.09,78,235,25,23,18
0,12,3,1,1,2,1,1,30.83,17.31,9235.67,0.18,111,0.06,513.09,533.62,30,81,13,15,13
0,6,3,0,0,2,2,1,19.76,10.5,2178.25,0.07,48,0.1,121.01,207.45,14,34,8,12,6
0,18,5,1,0,3,3,1,40.59,14.06,8027.2,0.19,108,0.07,445.96,570.82,45,63,24,15,19
0,11,7,0,0,4,2,3,13.39,14.22,2707.88,0.06,41,0.07,150.44,190.4,16,25,9,16,11
0,39,8,0,1,5,4,1,32.31,31.0,31053.16,0.33,171,0.03,1725.18,1001.71,62,109,29,29,39
0,8,7,0,0,4,1,4,8.89,17.5,2722.81,0.05,36,0.06,151.27,155.59,15,21,6,14,8
0,31,9,0,1,5,3,1,64.9,47.74,147935.37,1.03,509,0.02,8218.62,3098.52,145,364,41,27,31
0,31,9,14,2,5,3,3,61.27,44.61,121958.52,0.91,446,0.02,6775.47,2733.66,151,295,44,26,45
0,6,3,1,0,2,2,1,27.19,11.08,3336.31,0.1,62,0.09,185.35,301.19,18,44,13,16,7
0,6,3,1,1,2,1,1,27.01,11.69,3692.07,0.11,65,0.09,205.11,315.77,19,46,13,16,7
0,26,13,0,0,7,4,4,24.26,23.75,13682.58,0.19,109,0.04,760.14,576.11,50,59,20,19,26
0,16,5,0,0,3,1,3,15.53,18.9,5545.97,0.1,64,0.05,308.11,293.44,27,37,10,14,16
0,20,11,1,0,6,3,1,31.18,19.55,11909.67,0.2,113,0.05,661.65,609.33,43,70,22,20,21
0,47,9,1,1,5,3,1,55.62,43.56,105522.12,0.81,377,0.02,5862.34,2422.7,147,230,54,32,48
0,34,25,0,0,13,9,6,68.44,31.61,68400.43,0.72,353,0.03,3800.02,2163.64,107,246,44,26,34
0,10,5,1,0,3,1,1,12.7,16.25,3354.63,0.07,47,0.06,186.37,206.44,20,27,8,13,11
0,8,3,1,0,2,1,1,14.1,9.64,1311.43,0.05,34,0.1,72.86,136.0,15,19,7,9,9
0,6,3,0,0,2,1,1,21.28,15.27,4964.7,0.11,70,0.07,275.82,325.07,24,46,11,14,6
0,18,5,0,0,3,3,1,26.88,11.27,3412.26,0.1,63,0.09,189.57,302.86,26,37,15,13,18
0,18,5,0,0,3,3,1,26.88,11.27,3412.26,0.1,63,0.09,189.57,302.86,26,37,15,13,18
0,9,9,1,3,5,2,1,13.72,23.38,7494.65,0.11,66,0.04,416.37,320.63,33,33,12,17,10
0,8,5,0,0,3,3,1,17.84,12.0,2568.63,0.07,48,0.08,142.7,214.05,24,24,11,11,8
0,14,7,0,0,4,1,1,13.04,18.56,4494.57,0.08,57,0.05,249.7,242.13,27,30,8,11,14
0,6,3,0,0,2,1,1,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,6
0,12,7,0,0,4,2,1,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,31,35,12,16,12
0,19,11,0,0,6,2,3,17.53,23.33,9541.89,0.14,87,0.04,530.11,408.94,40,47,12,14,19
0,11,13,0,1,7,3,1,11.3,26.81,8126.06,0.1,69,0.04,451.45,303.07,33,36,8,13,11
0,13,7,0,1,4,1,1,14.3,23.27,7746.14,0.11,70,0.04,430.34,332.84,32,38,11,16,13
0,14,13,0,0,7,2,1,29.59,14.55,6259.35,0.14,82,0.07,347.74,430.33,40,42,22,16,14
0,30,7,1,0,4,3,1,29.83,40.13,48033.42,0.4,222,0.02,2668.52,1197.09,107,115,24,18,31
0,34,11,1,0,6,1,1,32.18,45.0,65170.26,0.48,278,0.02,3620.57,1448.23,132,146,22,15,35
0,6,7,0,0,4,1,4,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,14,18,8,11,6
0,6,3,0,0,2,2,1,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,10,10,6,8,6
0,12,7,0,0,4,2,1,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,31,35,12,16,12
0,6,3,0,0,2,1,1,7.57,9.0,613.03,0.02,19,0.11,34.06,68.11,9,10,4,8,6
0,7,5,0,0,3,3,1,13.51,13.33,2401.13,0.06,41,0.08,133.4,180.09,20,21,9,12,7
0,6,3,0,1,2,1,1,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,15,18,9,10,6
0,8,9,0,1,5,5,1,13.02,19.25,4824.58,0.08,59,0.05,268.03,250.63,28,31,8,11,8
0,8,5,0,0,3,3,1,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,23,24,10,10,8
0,42,3,0,2,2,2,1,100.54,28.52,81768.15,0.96,471,0.04,4542.68,2867.19,220,251,54,14,42
0,6,3,0,0,2,1,1,6.5,6.0,234.0,0.01,13,0.17,13.0,39.0,4,9,2,6,6
0,7,5,0,0,3,3,1,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,23,24,10,10,7
0,14,5,1,1,3,3,1,33.76,11.7,4621.5,0.13,79,0.09,256.75,395.0,39,40,20,12,15
0,8,5,1,0,3,3,1,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,14,16,11,9,9
0,12,5,1,0,3,3,1,9.76,27.0,7115.55,0.09,60,0.04,395.31,263.54,27,33,7,14,13
0,11,9,0,0,5,1,3,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,29,34,11,13,11
0,14,3,0,0,2,2,1,18.15,15.0,4084.22,0.09,63,0.07,226.9,272.28,30,33,10,10,14
0,17,7,0,0,4,3,1,25.55,11.15,3178.67,0.09,63,0.09,176.59,284.98,29,34,13,10,17
0,69,97,0,0,49,4,1,46.69,123.06,707027.78,1.92,1018,0.01,39279.32,5745.45,523,495,34,16,69
0,4,3,0,0,2,2,1,8.57,5.25,236.11,0.01,13,0.19,13.12,44.97,6,7,4,7,4
0,6,5,0,0,3,2,3,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,13,17,9,9,6
0,17,13,0,1,7,3,1,12.97,39.75,20489.85,0.17,111,0.03,1138.33,515.47,53,58,10,15,17
0,6,5,0,0,3,1,1,18.88,9.0,1529.25,0.06,40,0.11,84.96,169.92,20,20,10,9,6
0,7,5,0,0,3,3,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,21,23,10,12,7
0,7,3,0,1,2,1,1,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,15,18,9,10,7
0,12,7,0,0,4,2,1,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,31,35,12,16,12
0,12,3,0,0,2,2,1,16.73,11.0,2024.0,0.06,46,0.09,112.44,184.0,22,24,8,8,12
0,11,5,1,0,3,2,1,25.67,11.09,3155.71,0.09,58,0.09,175.32,284.6,29,29,17,13,12
0,8,5,0,0,3,3,1,24.59,11.38,3181.51,0.09,57,0.09,176.75,279.69,26,31,16,14,8
0,14,11,0,0,6,4,6,16.89,18.31,5659.53,0.1,63,0.05,314.42,309.13,28,35,13,17,14
0,24,15,0,0,8,2,3,15.29,43.21,28547.12,0.22,136,0.02,1585.95,660.69,61,75,12,17,24
0,18,15,0,0,8,5,3,25.26,27.6,19238.64,0.23,131,0.04,1068.81,697.17,61,70,21,19,18
0,23,16,0,0,10,9,1,19.57,30.94,18729.81,0.2,119,0.03,1040.55,605.41,55,64,16,18,23
0,11,15,0,0,8,2,7,15.48,21.0,6826.47,0.11,70,0.05,379.25,325.07,28,42,10,15,11
0,22,15,0,0,8,1,8,15.12,25.5,9828.72,0.13,83,0.04,546.04,385.44,34,49,10,15,22
0,8,13,0,0,7,1,6,8.51,21.12,3799.3,0.06,44,0.05,211.07,179.85,13,31,4,13,8
0,10,9,0,0,5,1,3,8.52,19.25,3158.72,0.05,42,0.05,175.48,164.09,14,28,4,11,10
0,9,3,0,0,2,2,1,11.82,10.83,1386.67,0.04,32,0.09,77.04,128.0,13,19,6,10,9
0,6,7,0,0,4,1,4,7.22,13.33,1282.82,0.03,26,0.08,71.27,96.21,8,18,3,10,6
0,11,9,0,0,5,1,5,8.77,18.7,3066.8,0.05,41,0.05,170.38,164.0,17,24,5,11,11
0,7,5,0,0,3,1,1,6.02,18.33,2024.24,0.04,29,0.05,112.46,110.41,10,19,3,11,7
0,6,7,0,0,4,2,4,10.28,10.0,1027.99,0.03,27,0.1,57.11,102.8,8,19,4,10,6
0,7,11,0,0,6,1,5,9.45,16.5,2574.0,0.05,39,0.06,143.0,156.0,11,28,4,12,7
0,10,7,0,0,4,1,1,6.88,24.38,4084.91,0.06,41,0.04,226.94,167.59,15,26,4,13,10
0,9,11,0,0,6,2,5,10.31,18.2,3415.17,0.06,45,0.05,189.73,187.65,14,31,5,13,9
0,5,3,0,0,2,2,1,11.2,7.5,630.0,0.03,21,0.13,35.0,84.0,9,12,6,10,5
0,7,5,0,0,3,1,1,6.38,13.33,1134.8,0.03,23,0.08,63.04,85.11,8,15,3,10,7
0,9,11,0,0,6,3,3,10.61,23.21,5718.84,0.08,57,0.04,317.71,246.35,25,32,7,13,9
0,11,11,0,0,6,1,5,8.91,22.4,4472.22,0.07,47,0.04,248.46,199.65,16,31,5,14,11
0,11,15,0,0,8,1,7,11.15,24.0,6421.58,0.09,60,0.04,356.75,267.57,18,42,6,16,11
0,10,9,0,0,5,1,5,8.7,21.0,3835.88,0.06,43,0.05,213.1,182.66,15,28,5,14,10
0,11,13,0,0,7,5,6,7.15,29.75,6326.82,0.07,51,0.03,351.49,212.67,17,34,4,14,11
0,27,37,0,0,19,3,17,28.02,46.1,59529.74,0.43,238,0.02,3307.21,1291.45,88,150,21,22,27
0,7,5,0,0,3,2,3,10.91,8.8,844.8,0.03,24,0.11,46.93,96.0,8,16,5,11,7
0,16,17,0,0,9,2,9,10.13,32.58,10759.67,0.11,73,0.03,597.76,330.22,23,50,6,17,16
0,7,7,0,0,4,2,4,7.8,19.6,2997.34,0.05,36,0.05,166.52,152.93,14,22,5,14,7
0,12,11,0,0,6,2,6,12.67,21.85,6050.37,0.09,57,0.05,336.13,276.9,23,34,10,19,12
0,12,11,0,0,6,2,6,11.97,25.0,7483.01,0.1,61,0.04,415.72,299.32,25,36,10,20,12
0,10,5,0,0,3,1,1,10.25,21.0,4519.69,0.07,49,0.05,251.09,215.22,21,28,7,14,10
0,8,5,0,0,3,2,3,9.65,14.08,1914.4,0.05,32,0.07,106.36,135.93,13,19,6,13,8
0,7,5,0,0,3,2,3,9.57,8.75,732.92,0.03,22,0.11,40.72,83.76,7,15,4,10,7
0,18,9,0,0,5,1,1,11.47,28.0,8990.21,0.11,72,0.04,499.46,321.08,32,40,8,14,18
0,11,9,0,0,5,1,5,8.42,20.4,3502.14,0.06,42,0.05,194.56,171.67,17,25,5,12,11
0,16,17,0,0,9,1,9,9.47,31.5,9393.71,0.1,69,0.03,521.87,298.21,21,48,5,15,16
0,12,7,0,0,4,1,1,14.41,15.0,3241.45,0.07,50,0.07,180.08,216.1,20,30,8,12,12
0,5,5,0,0,3,2,1,4.54,15.0,1021.71,0.02,19,0.07,56.76,68.11,6,13,2,10,5
0,5,5,0,0,3,2,1,4.54,15.0,1021.71,0.02,19,0.07,56.76,68.11,6,13,2,10,5
0,8,5,0,0,3,2,3,10.76,14.86,2375.83,0.05,37,0.07,131.99,159.91,16,21,7,13,8
0,20,13,0,0,7,3,4,33.58,20.52,14141.06,0.23,127,0.05,785.61,689.14,57,70,25,18,20
0,136,85,4,0,43,27,18,170.88,39.94,272550.45,2.27,920,0.03,15141.69,6824.42,426,494,144,27,140
0,43,19,3,2,10,2,6,40.83,24.08,23672.68,0.33,186,0.04,1315.15,983.08,86,100,25,14,46
0,17,11,0,0,6,3,1,13.79,21.0,6080.95,0.1,67,0.05,337.83,289.57,28,39,8,12,17
0,24,9,0,0,5,4,1,33.71,14.84,7426.6,0.17,101,0.07,412.59,500.37,47,54,19,12,24
0,12,5,0,0,3,3,1,19.74,9.9,1934.51,0.07,46,0.1,107.47,195.4,22,24,10,9,12
0,36,29,0,5,15,8,1,40.52,27.02,29576.11,0.36,193,0.04,1643.12,1094.78,91,102,32,19,36
0,8,5,0,0,3,3,1,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,10,16,8,9,8
0,45,31,0,1,16,8,14,52.14,23.89,29750.8,0.42,210,0.04,1652.82,1245.45,91,119,40,21,45
0,12,7,1,0,4,4,1,26.73,8.46,1913.81,0.08,50,0.12,106.32,226.18,22,28,13,10,13
0,12,5,0,0,3,1,3,10.7,13.75,2023.29,0.05,36,0.07,112.41,147.15,15,21,6,11,12
0,10,5,0,0,3,1,3,9.26,12.1,1355.2,0.04,28,0.08,75.29,112.0,11,17,5,11,10
0,23,9,1,0,5,5,5,23.67,23.0,12520.25,0.18,107,0.04,695.57,544.36,46,61,17,17,24
0,24,19,0,0,10,4,4,43.97,13.19,7652.73,0.19,109,0.08,425.15,580.09,49,60,26,14,24
0,28,21,2,4,11,3,6,26.33,28.41,21254.38,0.25,151,0.04,1180.8,748.08,69,82,17,14,30
0,17,7,1,0,4,2,3,18.31,14.77,3996.21,0.09,59,0.07,222.01,270.51,25,34,11,13,18
1,65,19,9,39,10,1,5,35.09,30.33,32286.36,0.35,200,0.03,1793.69,1064.39,91,109,24,16,74
1,17,3,1,1,2,1,1,58.95,6.3,2339.72,0.12,73,0.16,129.97,371.38,35,38,25,9,18
0,112,26,4,0,17,13,5,118.43,23.9,67644.11,0.94,405,0.04,3758.01,2830.42,169,236,99,28,116
1,30,7,1,11,5,5,1,47.28,11.03,5756.98,0.17,95,0.09,319.83,521.73,40,55,29,16,31
0,15,3,0,6,2,2,1,39.13,6.39,1597.11,0.08,52,0.16,88.73,249.98,23,29,18,10,15
0,26,5,6,37,3,2,1,37.82,17.54,11632.47,0.22,123,0.06,646.25,663.26,57,66,26,16,32
0,25,7,0,16,4,1,1,20.43,24.0,11768.4,0.16,102,0.04,653.8,490.35,48,54,14,14,25
0,26,5,6,16,3,2,1,31.15,17.15,9161.25,0.18,105,0.06,508.96,534.18,49,56,20,14,32
0,25,5,4,22,3,2,1,25.67,18.53,8812.64,0.16,96,0.05,489.59,475.6,45,51,17,14,29
0,12,3,0,28,2,1,1,18.46,16.91,5277.76,0.1,69,0.06,293.21,312.13,31,38,11,12,12
0,7,5,0,0,3,3,1,24.15,8.59,1782.21,0.07,48,0.12,99.01,207.45,21,27,11,9,7
0,10,5,0,0,3,2,3,14.33,13.6,2651.33,0.06,41,0.07,147.3,194.95,16,25,10,17,10
0,9,5,0,0,3,2,1,13.27,11.25,1679.37,0.05,33,0.09,93.3,149.28,12,21,8,15,9
0,99,41,4,1,28,13,14,40.18,114.52,526977.11,1.53,676,0.01,29276.51,4601.77,284,392,62,50,103
0,34,33,6,0,17,5,7,51.63,25.9,34627.03,0.45,214,0.04,1923.72,1337.06,94,120,49,27,40
0,39,33,0,0,17,10,8,47.02,30.81,44643.75,0.48,238,0.03,2480.21,1448.82,106,132,43,25,39
0,18,15,0,0,8,5,5,26.46,21.46,12182.6,0.19,104,0.05,676.81,567.78,47,57,23,21,18
0,10,3,0,0,2,2,1,18.6,6.5,786.03,0.04,29,0.15,43.67,120.93,13,16,9,9,10
0,35,11,0,7,6,5,4,63.05,28.78,52205.44,0.6,297,0.03,2900.3,1814.23,141,156,49,20,35
0,26,35,0,0,18,6,13,37.58,34.62,45032.28,0.43,224,0.03,2501.79,1300.85,107,117,34,22,26
0,9,3,0,0,2,2,1,19.24,10.63,2172.39,0.07,43,0.09,120.69,204.46,17,26,12,15,9
0,4,5,0,0,3,3,3,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,6,17,4,9,4
0,6,5,0,0,3,3,3,13.67,8.0,875.14,0.04,28,0.13,48.62,109.39,8,20,5,10,6
0,8,7,0,0,4,3,3,14.4,10.0,1440.0,0.05,36,0.1,80.0,144.0,12,24,6,10,8
0,8,3,0,0,2,2,1,23.66,7.92,1482.76,0.06,42,0.13,82.38,187.3,19,23,12,10,8
0,11,7,0,0,4,1,4,17.45,11.69,2385.64,0.07,42,0.09,132.54,204.04,19,23,13,16,11
0,36,11,2,0,6,6,4,37.0,27.73,28450.7,0.34,171,0.04,1580.59,1026.0,76,95,37,27,38
